,featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
975,0,0,1,15 April 2015,02:35:29,Graduate Student,,,"15 April 2015
""Graduate Student""
4.0
★★★★★
Current Employee ",full-time,,0,School of Communication is good,The campus site is too small,,4.0,,,,,,,,,,,,
976,0,0,0,11 September 2014,18:13:17,postdoc, Postdoctoral,Hong Kong,"11 September 2014
""postdoc""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"Friendly working atmosphere, great perks but not a great university","flexible working time, less salary",none of them can be known,4.0,4.0,3.0,,3.0,3.0,3.0,,,,,,
977,0,0,0,13 December 2020,21:43:51,Friendly people, Research Assistant,,"13 December 2020
""Friendly people""
5.0
★★★★★
Former Employee ",full-time, more than 5 years,0,Not heavy pressure. Most of people are friendly.,HKBU does not have free swimming pools,,5.0,,,,,,,,,,,,
978,0,0,0,26 November 2020,00:57:36,OK, Executive Assistant,"Reading, England","26 November 2020
""OK""
2.0
★★★★★
Current Employee ",full-time,,0,Stable and medium stress and nice front line colleagues,Demanding and lack of prospect,,2.0,,,,,,,,,,,,
979,0,0,1,30 August 2020,07:41:34,positive experience,,,"30 August 2020
""positive experience""
4.0
★★★★★
Former Employee ",full-time, more than a year,0,"Positive collegial work environment. (But of course this would vary from team to team, so it really depends on who your direct supervisor and colleagues are.)
Nice views from the office, interesting talks and seminars throughout the year, employees can access the gym for free, nice newly renovated swimming pool which employees can access for a small fee.","The walk from/to the MTR station was very uncomfortable. I often took the mini bus from Kowloon Tong Station in the mornings to avoid being soaked in sweat when I arrive, but that costed a lot.
Not many decent dining options nearby.",,4.0,5.0,5.0,,3.0,4.0,3.0,Recommends,,,,,
980,0,0,0,1 July 2020,23:14:35,hong kong baptist university, IT Support,"London, England","1 July 2020
""hong kong baptist university""
5.0
★★★★★
Former Employee ",full-time,,0,structure and order are good,"less creative Thinking,hard to get ahead",,5.0,,,,,,,,,,,,
981,0,0,0,7 April 2020,04:37:01,Research, Postdoctoral Research Associate,,"7 April 2020
""Research""
5.0
★★★★★
Current Employee ",full-time,,0,"Research area, Supervisor, Instrument Facilities, Lab Facilities, Campus","Different Country, Contract Based Job,",,5.0,,,,,,,,,,,,
982,0,0,1,11 December 2018,16:05:09,Good research University,,,"11 December 2018
""Good research University""
5.0
★★★★★
Former Employee ",full-time,,0,Researcher are creative. Administration staffs are helping.,The process of teaching and learning can be improved.,,5.0,3.0,,,3.0,5.0,,,,,,,
983,0,0,1,12 June 2018,05:21:00,Executive Officer,,,"12 June 2018
""Executive Officer""
4.0
★★★★★
Current Employee ",full-time,,0,"Decent salary package, nice hours",Bureaucracy takes over everything. Shortsighted senior management,,4.0,3.0,2.0,,3.0,4.0,2.0,Recommends,Neutral Outlook,Disapproves of CEO,,,
984,0,0,1,25 May 2018,06:47:47,good employer,,,"25 May 2018
""good employer""
4.0
★★★★★
Former Employee ",full-time,,0,"good working environment, good colleagues",it is little difficult to balance work and life,,4.0,3.0,3.0,,4.0,4.0,3.0,,,,,,
985,0,0,1,31 March 2018,19:05:25,Merchandise Associate,,"Mason, OH","31 March 2018
""Merchandise Associate""
4.0
★★★★★
Former Employee ",full-time,,0,A lot of available hours,Must be able to work outside in hot temps for hours at a time,,4.0,5.0,4.0,,3.0,2.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
986,0,0,1,14 February 2018,11:45:52,research assistant,,,"14 February 2018
Helpful (1)
""research assistant""
4.0
★★★★★
Former Employee ",full-time,,1,good salary and low work load,not much work to do,,4.0,4.0,4.0,,4.0,4.0,4.0,Recommends,Positive Outlook,,,,
987,0,0,1,3 December 2017,18:24:11,Intern,,,"3 December 2017
""Intern""
3.0
★★★★★
Current Employee ",full-time,,0,Flexible time hours and access to continuous learning,Not as many access to facilities as the the normal staff,,3.0,1.0,4.0,,3.0,1.0,4.0,Recommends,Positive Outlook,No Opinion of CEO,,,
988,0,0,1,7 July 2017,03:10:31,Need to wait for months for the salary,,,"7 July 2017
""Need to wait for months for the salary""
3.0
★★★★★
Current Employee ",part-time,,0,"quite relax working, you can work at home",admin process is super slow in paying you,,3.0,5.0,1.0,,2.0,3.0,1.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
989,0,0,0,7 April 2016,08:19:45,Research Analyst,,,,,,0,Professors are great. It is a good project and a great experience.,The salary is relatively low.,,3.0,,,,,,,,,,,,
990,0,0,0,2 December 2020,22:54:18,Associate, Associate,Hong Kong,"2 December 2020
""Associate""
5.0
★★★★★
Former Employee ",full-time,,0,Diversity of employees and friendly employment,Has to be knowledgable and know your area,,5.0,,,,,,,,,,,,
991,0,0,1,6 January 2021,03:10:33,Big company,,,"6 January 2021
""Big company""
4.0
★★★★★
Former Employee ",full-time,,0,"good benefits, fair, big name",repetitive work and some time ot,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,,,,,,
992,0,0,0,6 January 2021,05:28:39,"Plenty of room for improvement, but they look after their employees", Post Trade,Hong Kong,"6 January 2021
""Plenty of room for improvement, but they look after their employees""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,Uniquely positioned as a bridge between China and the West. Great people.,Antiquated processes. Antiquated thinking. The 'groupthink' default setting seems to be to do nothing.,,4.0,4.0,3.0,1.0,4.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO,,,
993,0,0,0,10 January 2021,22:45:36,Not a very good experience, Associate,Hong Kong,"10 January 2021
""Not a very good experience""
3.0
★★★★★
Current Employee ",full-time, more than 5 years,0,Every year it gives high bonus,Every month it gives low salary,,3.0,1.0,3.0,3.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
994,0,0,0,4 January 2021,06:11:49,Associate, Associate,Hong Kong,"4 January 2021
""Associate""
3.0
★★★★★
Current Employee ",full-time, less than a year,0,Stable don’t have to worry about job,Very hard to get promotion,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,
995,0,0,0,12 January 2021,09:15:19,Not recommend to join, Senior Systems Engineer,Hong Kong,"12 January 2021
""Not recommend to join""
1.0
★★★★★
Former Employee ",full-time, more than a year,0,"Finical industry , The brand name is big .Good for reference","Huge work load , every weekend & public holiday need to work OT around 9AM to 9PM.
Old management style",,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
996,0,0,0,14 December 2020,14:26:28,Not that bad, Officer,Hong Kong,"14 December 2020
""Not that bad""
3.0
★★★★★
Current Employee ",full-time, more than a year,0,"New senior management bring in new culture, more flexible 
Good if you are not work under any old pat pat","Many arrogant old pat pat with poor management skills, refuse to make changes 
Many old pat pat with Low productivity
Hierarchy",,3.0,3.0,2.0,3.0,4.0,4.0,3.0,,,,,,
997,0,0,0,15 October 2020,03:03:05,Challenging place to work, Systems Analyst,Hong Kong,"15 October 2020
""Challenging place to work""
4.0
★★★★★
Current Employee ",full-time,,0,"challenging, self-learn, team work, specialised role, high paid","harsh, work overtime, self-isolated, bad location",,4.0,,,,,,,,,,,,
998,0,0,0,20 October 2020,06:23:41,Good working location, AVP,Hong Kong,"20 October 2020
""Good working location""
3.0
★★★★★
Current Employee ",full-time, more than a year,0,"Nice working environment, nice working location",People not willing to make changes,,3.0,4.0,3.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
999,0,0,0,26 September 2020,09:05:56,Stable job but not that good for junior staffs, Officer,Hong Kong,"26 September 2020
""Stable job but not that good for junior staffs""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"No too much OT, and stable",No training provided and traditional,,4.0,3.0,3.0,,4.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
1000,0,0,0,22 October 2020,07:35:59,Avoid working in IT dept at all costs," Assistant Vice President, IT",Hong Kong,"22 October 2020
""Avoid working in IT dept at all costs""
1.0
★★★★★
Former Employee ",full-time, more than 5 years,0,Insurance covers sudden death at work,Old school management in IT where political game play was far more important than being good at the job. Working in their IT department was without a doubt the worst experience in my lifetime. It was a very political and difficult working environment to work in. I would never consider working here in future. Lack of career progression and promotion opportunities at all which really affects the long serving staff. Majority of staff are unfriendly to work with.,Be more genuine to junior people,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
1001,0,0,0,30 September 2020,02:09:30,Nice, Associate,,"30 September 2020
""Nice""
3.0
★★★★★
Former Employee ",full-time,,0,Good benefits and nice environment,Office politics and the boss liked to overwork her staff,,3.0,,,,,,,,,,,,
1002,0,0,0,11 September 2020,17:40:46,"Want to be international, but its Chinese", Associate,,"11 September 2020
""Want to be international, but its Chinese""
4.0
★★★★★
Current Employee ",full-time, more than 5 years,0,"Better than.average package
Good support from company","too many management changes. 
Attempted to be an.international company but it is very chinese in nature.",,4.0,4.0,3.0,,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
1003,0,0,0,15 September 2020,23:46:48,surveillance, Associate,Central,"15 September 2020
""surveillance""
3.0
★★★★★
Former Employee ",full-time, more than 3 years,0,stable and you can meet some good teammates,Hard to get promotion there.,,3.0,2.0,3.0,,1.0,3.0,1.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
1004,0,0,0,27 August 2020,10:18:47,Good if you are passionate about finance, Management Trainee,Hong Kong,"27 August 2020
""Good if you are passionate about finance""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"You can get comprehensive exposure to financial market.
Good co-workers",May deal with tedious compliance jobs,,4.0,3.0,5.0,,4.0,4.0,4.0,Recommends,,Approves of CEO,,,
1005,0,0,0,18 August 2020,02:12:02,Associate (Business Analyst), Business Analyst,Central,"18 August 2020
""Associate (Business Analyst)""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,Good benefit and well paid,Work is not easy and tedious,,4.0,4.0,4.0,,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
1006,0,0,0,28 August 2020,04:38:01,Ok, Associate,Hong Kong,"28 August 2020
""Ok""
3.0
★★★★★
Current Employee ",full-time, less than a year,0,Stable bonus regardless of how well company is doing,Lots of restructuring and changes,,3.0,3.0,3.0,,3.0,3.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO,,,
1007,0,0,1,3 August 2020,19:36:29,Good,,,"3 August 2020
""Good""
5.0
★★★★★
Former Employee ",full-time,,0,"Excellent working environment, nice staff",I cant even figure out the cons of the company,,5.0,,,,,,,,,,,,
1008,0,0,0,12 July 2020,06:46:59,Work Life Balance, Associate,Hong Kong,"12 July 2020
""Work Life Balance""
5.0
★★★★★
Current Employee ",full-time,,0,"Work Life Balance, pretty good corporate value",Pay not good as market,,5.0,4.0,5.0,,5.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
1009,0,0,0,3 July 2020,02:48:40,Great company, Assistant Vice President,Hong Kong,"3 July 2020
""Great company""
5.0
★★★★★
Former Employee ",full-time, more than 3 years,0,"Great exposure, lots of working experience","Some long hours, intense pressure",,5.0,4.0,5.0,,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1010,0,0,0,27 July 2020,17:40:50,Good bonuses, Vice President,Hong Kong,"27 July 2020
""Good bonuses""
1.0
★★★★★
Former Employee ",full-time,,0,6 months bonuses but always overnight at office and more than 3 years for such life,Mean leader old pat pat in there,,1.0,,,,,,,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
1011,0,0,0,3 July 2020,18:51:12,Bad working atmosphere, Associate,Hong Kong,"3 July 2020
""Bad working atmosphere""
2.0
★★★★★
Current Employee ",full-time, more than a year,0,Opportunity to learn listing rules,"Vey rigid hours, review announcements until midnight, morning reporting at 8am. Many meetings. AVP shirk responsibility.",,2.0,2.0,2.0,,2.0,3.0,2.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
1012,0,0,1,6 June 2020,08:06:51,Good exposure,,Hong Kong,"6 June 2020
""Good exposure""
3.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"Good exposure, good company name","Slow salary increment, office politics",,3.0,4.0,2.0,,3.0,5.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
1013,0,0,0,11 May 2020,09:40:48,Working Environment and Salary, Systems Analyst Associate,Hong Kong,"11 May 2020
Helpful (1)
""Working Environment and Salary""
4.0
★★★★★
Current Employee ",full-time,,1,"Western culture,
Professional working policies and environment, 
Aim to success and not too rush,
High job security for permanent staff","Not easy to get promoted,
Very high security for login in into any computer,
Quite much overhead unnecessary work.",,4.0,4.0,3.0,,3.0,3.0,4.0,Recommends,Positive Outlook,,,,
1014,0,0,0,23 March 2020,00:47:46,Manager, Risk Management,,"23 March 2020
""Manager""
5.0
★★★★★
Current Employee ",full-time,,0,"performance bonus, annual leave, ORSO","nothing, everything is good.",,5.0,4.0,5.0,,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1015,0,0,0,16 March 2020,21:42:50,General, Associate,Hong Kong,"16 March 2020
Helpful (2)
""General""
4.0
★★★★★
Current Employee ",full-time, more than 3 years,2,"Well brand name, nice managers, job security","Low turnover rate, many security control and documentations, slow pace of enhancements, slow promotions",,4.0,3.0,4.0,,3.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
1016,0,0,0,20 March 2020,02:23:31,A good company, Assistant Vice President,Hong Kong,"20 March 2020
""A good company""
4.0
★★★★★
Current Employee ",full-time,,0,It is a good company,It is a traditional company,,4.0,,,,,,,,,,,,
1017,0,0,0,15 March 2020,21:01:39,Not too bad but not too good, Specialist,Hong Kong,"15 March 2020
Helpful (1)
""Not too bad but not too good""
3.0
★★★★★
Current Employee ",full-time, more than 8 years,1,Good salary and Bonus for staff,"Long working hour, poor management",,3.0,2.0,2.0,,3.0,4.0,3.0,,,,,,
1018,0,0,0,13 January 2020,21:14:47,Good workplace, AIG,,"13 January 2020
""Good workplace""
5.0
★★★★★
Current Employee ",full-time,,0,"Free, happy working environment, good team leader, kindness colleagues, clear career path","Boring for some intern duty, rules",,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
1019,0,0,1,7 January 2020,02:51:32,Intern,,,"7 January 2020
""Intern""
5.0
★★★★★
Former Employee ",full-time,,0,Lots of support. Well organised company structure.,Lack of private space in office.,,5.0,,,,,,,,,,,,
1020,0,0,0,20 January 2020,20:34:56,Ckearing Risk Management Officer, Community Management,,"20 January 2020
""Ckearing Risk Management Officer""
3.0
★★★★★
Former Employee ",full-time, more than a year,0,"Great package, fair price, nice colleagues","niche skill sets, industry too unique, complex company culture",,3.0,2.0,1.0,,5.0,5.0,2.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
1021,0,0,0,24 December 2019,21:50:25,Associate, Associate,,"24 December 2019
""Associate""
4.0
★★★★★
Current Employee ",full-time, more than 3 years,0,Perfect work life balance compared to ibanks,Unclear promotion outlook; lack of transferable skills,,4.0,5.0,5.0,,2.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1022,0,0,1,19 January 2020,17:44:46,See if you want to safe your life (IT),,,"19 January 2020
""See if you want to safe your life (IT)""
1.0
★★★★★
Former Employee ",full-time,,0,"- Good name 
- Good culture and working environment
- Good place for self-improvement 
- Good salary adjustment (if you forget the cons)
- Helpful colleague. Some of them will make use their boss power to force you to do for him with high priority. Otherwise, he will keep harass you.","- NO work-life-balance
- NO OT claim
- Low salary compared with market",Add budget to each team,1.0,1.0,3.0,,4.0,2.0,2.0,Negative Outlook,No Opinion of CEO,No Opinion of CEO,,,
1023,0,0,0,20 November 2019,08:19:40,Heavy Workload, Officer,Hong Kong,"20 November 2019
""Heavy Workload""
2.0
★★★★★
Current Employee ",full-time, more than a year,0,"- Good company name
- Bonus is good","- Long working hours (even on every Saturday)
- Heavy workload
- Location sucks (need to take shuttle bus every day)",Should give more resource on IT department or every IT guy will leave soon,2.0,1.0,3.0,,1.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
1024,0,0,0,17 November 2019,07:42:18,Officer, Associate,Hong Kong,"17 November 2019
""Officer""
3.0
★★★★★
Current Employee ",full-time, less than a year,0,colleagues are very friendly and helpful,"hard to promote
senior management is very distant",,3.0,4.0,3.0,,2.0,4.0,1.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
1025,0,0,1,1 November 2019,03:08:28,Systems engineer,,,"1 November 2019
""Systems engineer""
4.0
★★★★★
Current Employee ",full-time,,0,"Good team, good culture, good working place","As associate level of IT department, there are all contract role and no ways to get promotion",,4.0,,,,,,,,,,,,
1026,0,0,1,6 December 2019,07:44:01,Terrible working culture,,,"6 December 2019
""Terrible working culture""
1.0
★★★★★
Current Employee ",full-time, more than 5 years,0,"Good working environment, great location, good benefits, possible to achieve work life balance if you have a right boss","Ever changing management decisions. Unwilling to make real changes but spending a lot of time to cover things up. Serious office politics, power struggle among the top management executives is severe. Job priority based on your ranking or how powerful your boss is rather than urgency.",,1.0,3.0,1.0,,1.0,5.0,1.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO,,,
1027,0,0,0,6 August 2019,01:58:22,Good, Associate,,"6 August 2019
""Good""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,nice work life balance overall,lower pay than market rate,,4.0,4.0,4.0,,4.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
1028,0,0,0,19 August 2019,02:20:48,Officer, Officer,,"19 August 2019
""Officer""
3.0
★★★★★
Current Employee ",full-time, less than a year,0,Good location and sufficient resources,Heavy workloads and tight schedule,,3.0,2.0,3.0,,2.0,4.0,3.0,Positive Outlook,No Opinion of CEO,No Opinion of CEO,,,
1029,0,0,1,24 June 2019,07:59:33,Fair working environment,,,"24 June 2019
""Fair working environment""
5.0
★★★★★
Former Employee ",part-time,,0,No Overtime and good perks,Not much flexibility; can be stressful when any systematic abnormal transaction happens,,5.0,5.0,5.0,,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1030,0,0,0,13 June 2019,09:27:25,Corp comm,,,,,,0,Very good exposure to international and China market,Not much for cons actually,Not much for this part,5.0,,,,,,,,,,,,
1031,0,0,1,11 June 2019,08:27:34,Vice President,,,"11 June 2019
""Vice President""
4.0
★★★★★
Current Employee ",full-time,,0,Challenging but good prospect of business,Heavy workload and long working hour,,4.0,3.0,4.0,,5.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
1032,0,0,1,8 June 2019,06:59:15,Long time work but only slightly higher income,,,"8 June 2019
""Long time work but only slightly higher income""
4.0
★★★★★
Current Employee ",full-time, less than a year,0,"High income, good welfare. Good job reputation .","No OT pay, but always OT during weekends for IT staff. More than 60 hours’ working per week.",Please pay for our OT work,4.0,1.0,3.0,,3.0,4.0,2.0,Doesn't Recommend,Positive Outlook,No Opinion of CEO,,,
1033,0,0,0,9 May 2019,01:59:43,Avp, Recruiting Manager,,"9 May 2019
""Avp""
3.0
★★★★★
Former Employee ",full-time, more than a year,0,"Friendly staff members, good compensation bonus and excellent medical scheme",No work life balance very politics,,3.0,3.0,4.0,,3.0,4.0,3.0,,,,,,
1034,0,0,1,19 April 2019,21:33:16,More work-life balance than most finance jobs,,,,full-time,,0,"Good work balance, supportive colleagues
Provides training and continuous learning opportunities
Unique position in financial infrastuctue to work with industry leaders and regulators","Outdated computers and software, aversion to new technology in some departments
Repetitive work may sometimes feel unimpactful or inconsequential
Decision making and changes take a long time","Give constructive feedback on a more frequent basis, to allow employees a chance to improve before annual evaluation
Update computers and software to bring all departments up to speed",4.0,5.0,4.0,,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1035,0,0,1,5 April 2019,06:11:34,Associate,,,"5 April 2019
Helpful (1)
""Associate""
2.0
★★★★★
Current Employee ",full-time,,1,"Salary package is so far so good, good medical insurance plan, no. of annual leave","poor work life balance, lack of promotion opportunity, management are harsh and just push the junior staff working faster with higher efficiency, management are eager to change but resources are limited...
(depending on which department you're working for)",,2.0,1.0,2.0,,2.0,4.0,1.0,Doesn't Recommend,,,,,
1036,0,0,0,28 March 2019,08:32:52,AVP, Assistant Vice President,Hong Kong,"28 March 2019
Helpful (2)
""AVP""
2.0
★★★★★
Former Employee ",full-time, more than 3 years,2,Great benefit and salary package,"Too much overtime work and the management naturally thinks this is part of the package. 

Internal audit in this company is a joke. The IA can only pick on some tedious stuffs which almost has no risk factor at all. The whole IA department not only cannot improve the company’s effectiveness; in fact, it drags down the efficiency of most departments as they need to entertain IA’s request.",Review audit policy.,2.0,2.0,1.0,,2.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
1037,0,0,1,7 March 2019,22:25:51,SVP,,,"7 March 2019
Helpful (1)
""SVP""
3.0
★★★★★
Former Employee ",full-time,,1,"Exposure, Reputation, Benefits, Resources, Career Development","Bureaucratic, Politics, Inefficiency, mediocre, negative",,3.0,,,,,,,Positive Outlook,No Opinion of CEO,No Opinion of CEO,,,
1038,0,0,1,18 February 2019,04:57:05,associate,,,"18 February 2019
""associate""
5.0
★★★★★
Former Employee ",full-time,,0,great exposure to both china and international market,lack of growth for entry and mid level employee,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1039,0,0,1,25 February 2019,22:23:16,Avp risk,,,"25 February 2019
""Avp risk""
3.0
★★★★★
Current Employee ",full-time, more than 5 years,0,Work life balance is possible,Depends on what team you are in,Be fair and know what your teams are doing,3.0,5.0,2.0,,3.0,5.0,1.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
1040,0,0,1,30 December 2018,18:46:46,Just so so,,,"30 December 2018
""Just so so""
4.0
★★★★★
Current Employee ",full-time, less than a year,0,Good brand names and famous,System is old and people are not really friendly,,4.0,,,,,,,,,,,,
1041,0,0,0,27 September 2018,05:14:06,AVP,,,,,,0,Stable and cozy working environment,Not so much Development Opportunities,Nil,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,,
1042,0,0,0,6 September 2018,03:54:21,Summer Assistant or Summer Intern,,,,,,0,People are nice and helpful. You can also get in touch with lots of modelling technique in this department.,The Salary is not high enough for summer intern/ assistant.,,5.0,5.0,5.0,,5.0,4.0,5.0,,,,,,
1043,0,0,1,19 July 2018,07:13:04,Assistant Vice President,,,"19 July 2018
Helpful (3)
""Assistant Vice President""
3.0
★★★★★
Current Employee ",full-time,,3,"good medical benefits, friendly company culture",slow career progression for some divisions,,3.0,4.0,4.0,,3.0,4.0,3.0,,,,,,
1044,0,0,0,3 June 2018,09:09:58,Review as an Associate, Associate,Central,"3 June 2018
""Review as an Associate""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,Stable job. Lots of learning opportunities,Working hours can be very long,,4.0,2.0,3.0,,4.0,3.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
1045,0,0,1,14 April 2018,23:36:04,Good Platform to work,,,"14 April 2018
Helpful (1)
""Good Platform to work""
3.0
★★★★★
Current Employee ",full-time, more than 3 years,1,"- good bonus
- good exposure - if right boss / team
- good work life balance","political, and backwards on internal procedures, lack of change on operations hard to merge with business needs",,3.0,5.0,3.0,,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
1046,0,0,0,17 March 2018,05:10:40,"Well Pay, Good Work and Life Balance. People here are Chilled.", MT Program,Hong Kong,"17 March 2018
""Well Pay, Good Work and Life Balance. People here are Chilled.""
5.0
★★★★★
Current Employee ",full-time, less than a year,0,"Senior people here are helpful and chilled, offer a great platform to let fresher to see and learn much more things.",The program Assessment Centre process very competitive and requires candidates have a professional English level. Fluent Mandarin will be a plus.,,5.0,4.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1047,0,0,1,14 March 2018,10:16:22,Few Words,,Hong Kong,"14 March 2018
Helpful (2)
""Few Words""
3.0
★★★★★
Former Employee ",full-time, less than a year,2,"- Good Facilities 
- Good People","- High Pressure
- Very Hong Kong Style Company
- Bad Support
- Changing to fast
- No opportunity for fresh people",,3.0,2.0,2.0,,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,,,
1048,0,0,1,6 March 2018,02:14:24,It's okay,,,"6 March 2018
""It's okay""
3.0
★★★★★
Former Employee ",full-time,,0,"Good working hours
Colleagues are willing to speak up","Not much career progression
Culture isn't very diversified",,3.0,4.0,3.0,,2.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
1049,0,0,0,3 February 2018,21:25:23,Sole player in Hong Kong marketplace, Associate,Central,"3 February 2018
""Sole player in Hong Kong marketplace""
5.0
★★★★★
Current Employee ",full-time, less than a year,0,"Clear and well developed rules and guidelines. Nice colleagues, huge pantry, close relationship with senior management. Good work life balance.",Old desktop computer. Flat title hierarchy. Loose office location. Cultures gap between different division. Unstable orgnize chart. Few external trainings.,Have diversified job titles to avoid bias for junior staffs,5.0,4.0,5.0,,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
1050,0,0,1,19 January 2018,00:46:48,AVP,,,"19 January 2018
""AVP""
4.0
★★★★★
Former Employee ",full-time,,0,good place to work for,not much rising up opportunity,,4.0,5.0,5.0,,5.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
1051,0,0,1,15 December 2017,21:11:04,Good place to work but a lot of legacy,,,"15 December 2017
""Good place to work but a lot of legacy""
4.0
★★★★★
Former Employee ",full-time,,0,"Work life balance, good projects",Technology is poor and outdated,,4.0,5.0,4.0,,4.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,,,
1052,0,0,1,5 January 2018,22:21:53,Famous Brand Name but not the truth from the eye of insider,,,"5 January 2018
Helpful (7)
""Famous Brand Name but not the truth from the eye of insider""
1.0
★★★★★
Current Employee ",full-time,,7,"1. Fair salary & benefit
2. Famous Brand Name
3. Not frequent turnover(staff movement)
4. Many Cons","1. Tedious task & admin work (Overload task & Multi-task, No rest)
2. People are extremely unfriendly
a) (Difficult to communicate, people are blacked-face all the time, you are expected to listen many obnoxious exhortation (i.e. uncomfortable speaking) from different colleague when you have made a negligibly simple mistake even in attitude & gestures)
b) Too many people are perfectionist & unrealistic which makes the entire process ineffective & unproductive
c) People are selfishly arrogant, self-centered, unconsciously unhelpful which makes a disharmony & stressful, frustrated working environment, which becomes a obviously huge gap between different position level. 
3. Office Politics
4. Strict internal rules, Complicated procedures & control is required to follow
5. Long working hours
6. Insufficient management on resources allocation(i.e. unlimited workload vs limited staff)
7. Hard to have promotion for junior staff
8. Very Old-minded set for some Old/Senior staff 
9. Working culture is close-minded & conservative (people are insisted and would not willing to accept other's feedback, especially senior staff)
10. Famous Brand Name but not really the truth for the insider.
11. Working under pressure everytime.
12. Not Caring about staff's personal mind but only force you to follow their usual pattern. (unwilling to change their bad habit)
13. Chaos Management 
14. Bad working environment & messy company structure~chaos
15. Hard to claim OT with bad feelings
16. Unbalance working life
17. Limited learning curve
18. Poor technology and outdated system
19. Wasting paper (Lots of printout)
20. HK-style management (urgent & no time of rest)","1. Respect & Care staff
2. Allocate more resources on people
3. Accept criticism 
4. Try to remove conservative mind set",1.0,1.0,1.0,,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
1053,0,0,0,19 November 2017,09:00:36,They have provided great support to interns and summer assistants,Summer Intern,Kon Hang,,, less than a year,0,MT s and Associates are very helpful and have given really solid feedback to interns. The internship system is also very mature and big. Learnt a lot about the markets,the structure of the company could be messy,,5.0,5.0,5.0,,4.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO,,,
